img	city	Latitude	Longitude
https://drive.google.com/u/0/open?usp=forms_web&id=1C7SzxAi21531W5Ni8wf9KQoVZ6SFfoGF	Chennai, IN	13.0836939	80.270186
https://drive.google.com/u/0/open?usp=forms_web&id=1HQbUKivbbGeHRZrKgijg52a0wrGHMQSD	Undefined, US	39.7837304	-100.445882
	Undefined, CA	61.0666922	-107.991707
https://drive.google.com/u/0/open?usp=forms_web&id=1n8CtYrQe2uf0XBoeihWGdFzbqPmShR22	Undefined, US	40.9699889	-77.7278831
https://drive.google.com/u/0/open?usp=forms_web&id=1_2fw7PmI6IphOP_ZTY3_UXSeibD-IPIv	Undefined, US	36.7014631	-118.755997
https://drive.google.com/u/0/open?usp=forms_web&id=1V0kpvmwSxN1cb-GVuRmeirwLwKJnGwWl	Kalamazoo, US	42.291707	-85.5872286
https://drive.google.com/u/0/open?usp=forms_web&id=1KO22Nc-NSZ3DOgFvzzQSIx6hsNPAZkUb	Undefined, US	39.7837304	-100.445882
https://drive.google.com/u/0/open?usp=forms_web&id=1O_T19nOv3Eu0WEtofGdkkK827dvgarzp	Sheffield, GB	53.3806626	-1.4702278
https://drive.google.com/u/0/open?usp=forms_web&id=18IoGqnEOeh-ynW3KypLfr8SzzXUQI6sr	Rancho Cordova, US	38.5890723	-121.302728
https://drive.google.com/u/0/open?usp=forms_web&id=1c7R787Ic0aln4IKzqTS3d4v_W6ZWpKu6	Salem, US	44.9391565	-123.033121
https://drive.google.com/u/0/open?usp=forms_web&id=1R502bFiBJvM5kAqfy_lLfFVF-vTBsKh0	Undefined, US	33.7219991	-116.0372472
https://drive.google.com/u/0/open?usp=forms_web&id=1huTQ4HgVG5lJtzUt1-DY78uxDeFJMITC	Kanyakumari, IN	8.0879641	77.5467414
https://drive.google.com/u/0/open?usp=forms_web&id=1andOWKJNpM_5aqqS2qNELmFGyLTJiI2A	Kanyakumari, IN	8.0879641	77.5467414
https://drive.google.com/u/0/open?usp=forms_web&id=1KAnBYEEaMbHhyYeVg8eHE9y1ifFR3rVl	Undefined, US	39.7837304	-100.445882
	Undefined, US	36.7014631	-118.755997
https://drive.google.com/u/0/open?usp=forms_web&id=14vjB7FrFIfcluIydIgzmPfSEHInX6FYY	Houston, US	29.7589382	-95.3676974
https://drive.google.com/u/0/open?usp=forms_web&id=1IcyVT7AStOC2LKEbCihUAmii34jYPcuI	Undefined, US	39.7837304	-100.445882
https://drive.google.com/u/0/open?usp=forms_web&id=1Z-hmUYfhVZ7OmBH_rOJoFHdnWpfdzJ3Z	Undefined, US	39.7837304	-100.445882
https://drive.google.com/u/0/open?usp=forms_web&id=1x2gedSZSCa9z6Jot2aB03CmPe8orh1a0	Indianapolis, US	39.7683331	-86.1583502
https://drive.google.com/u/0/open?usp=forms_web&id=1Hbm_VR7U0y_xlfZbhIIqfth8Z8aNCw0y	Indianapolis, US	39.7683331	-86.1583502
https://drive.google.com/u/0/open?usp=forms_web&id=18Nc1lBNhm9Xxj3Er7BF1vUd85bIU3mUO	Undefined, US	39.7837304	-100.445882
https://drive.google.com/u/0/open?usp=forms_web&id=1weMdKZthS7h3UzSr5cJgFM1T_JQmZLpq	Stockholms kommun, SE	59.3251172	18.0710935
https://drive.google.com/u/0/open?usp=forms_web&id=1qvyvVEuP_E4Q_sO1CimLiqs68qE3MUxi	Undefined, US	39.7837304	-100.445882
https://drive.google.com/u/0/open?usp=forms_web&id=1-7ybM-t6EMrVA3Tivsnq2DUuhqhsqHQx	Undefined, IN	14.91098925	80.01534335527676
https://drive.google.com/u/0/open?usp=forms_web&id=1PSr4FCei3ndn1SdmqK4WFfQb8U02qCrD	Ajmer, IN	26.4691	74.639
https://drive.google.com/u/0/open?usp=forms_web&id=1SsejH6vdu_HCjRgEK5gAAt_GvI90x18I	Milwaukee, US	43.0349931	-87.922497
https://drive.google.com/u/0/open?usp=forms_web&id=1tunawr7NuSpMjKcPjerZTiMnTEQurfz5	Milwaukee, US	43.0349931	-87.922497
https://drive.google.com/u/0/open?usp=forms_web&id=1a_pIbFSuC3gJJ0PLBUiUbPijyNUFW-hi	Milwaukee, US	43.0349931	-87.922497
https://drive.google.com/u/0/open?usp=forms_web&id=1AfOPgSvZBDJRDId7djsiCdvnKYJS3GLg	Milwaukee, US	43.0349931	-87.922497
https://drive.google.com/u/0/open?usp=forms_web&id=15fE2texv3WDWch4XJnXI9u6Ry6lFbHU-	Milwaukee, US	43.0349931	-87.922497
https://drive.google.com/u/0/open?usp=forms_web&id=1arfgr7DNKJhwJ6v-Cv9wvkbF9etUwYup	Riva del Garda, IT	45.8847708	10.8396942
https://drive.google.com/u/0/open?usp=forms_web&id=1rSwy8_y4BtqBP1TA5uyEc_TqVhvEs-Ou	Undefined, IN	10.9094334	78.3665347
https://drive.google.com/u/0/open?usp=forms_web&id=1046MrqtWOkqnibN7Ah3o_yKSr1ybloFh	Undefined, US	39.7837304	-100.445882
https://drive.google.com/u/0/open?usp=forms_web&id=1PbYcnmqehvasXQpRrvH3j1ko52Ee-Xxz	Undefined, US	39.7837304	-100.445882
https://drive.google.com/u/0/open?usp=forms_web&id=16n1OOOQMWcDPR0DmLcdehQlmvklMEqu_	Seattle, US	47.6038321	-122.330062
https://drive.google.com/u/0/open?usp=forms_web&id=10jqNvSHLOKc_l01BCkgLEm_JpaWnm_Z6	Fullerton, US	33.8708215	-117.929416
https://drive.google.com/u/0/open?usp=forms_web&id=1XVv4pZSOUrsyu0eh01D1ko7S3UMUGP1a	Old Toronto, CA	43.6534817	-79.3839347
https://drive.google.com/u/0/open?usp=forms_web&id=1kZvJDT9TA6bQT_TxTGjuFIX6IKtOnKu-	City of New York, US	40.7127281	-74.0060152
https://drive.google.com/u/0/open?usp=forms_web&id=1TRCu4NhJs8GhL5n0_yBq4SP4DCArFazq	Portland, US	45.5202471	-122.674194
https://drive.google.com/u/0/open?usp=forms_web&id=1Ztjy8UZbYNeX7VmySf6BAWiUJStZ0f8-	Undefined, US	43.6211955	-84.6824346
https://drive.google.com/u/0/open?usp=forms_web&id=1FxlCg7p6VSsjbY7C1hvPgWl_0doFFcyB	Roseville, US	38.7521235	-121.2880059
	Undefined, CA	61.0666922	-107.991707
https://drive.google.com/u/0/open?usp=forms_web&id=1vObQghAsqfku64Pk8vm3Vw81IKCozjIK	Undefined, US	39.7837304	-100.445882
https://drive.google.com/u/0/open?usp=forms_web&id=1LmY_1a0JSR9Cz4lgdoCMpyJnryCMTZaA	Salt Lake City, US	40.7596198	-111.886797
https://drive.google.com/u/0/open?usp=forms_web&id=12HR_1bYR79fxbRy9Mcma9tfv9yPbNadD	Beacon Falls, US	41.4428745	-73.062608
https://drive.google.com/u/0/open?usp=forms_web&id=1RdqD56tFnnc1KNemNn6CdfVfLA500IFY	Undefined, IN	17.1726928	74.58676543279755
https://drive.google.com/u/0/open?usp=forms_web&id=1ew0QlE_XFC7yt5ozuHntnLBVGUg8BipL	Undefined, IN	17.1726928	74.58676543279755
https://drive.google.com/u/0/open?usp=forms_web&id=1XwC8bRaOi5T4YMpsXmxHxR42SyAy06m5	Undefined, US	39.7837304	-100.445882
https://drive.google.com/u/0/open?usp=forms_web&id=1wgLrkomx8eKe2LVMSGAA95W6uBzR8pes	Hazleton, US	40.9646867	-75.9852789
https://drive.google.com/u/0/open?usp=forms_web&id=1a975W9hfTuAr8bGQxPnOeQifNadxADUb	Orlando, US	28.5421109	-81.3790304
https://drive.google.com/u/0/open?usp=forms_web&id=1mRwTDIn5it8b-ziMc5RBXYPNgzLtsjmB	Aveiro, PT	40.640496	-8.6537841
https://drive.google.com/u/0/open?usp=forms_web&id=1yXqexfrxZvTOI988oUgsfs7MLqr5NXo8	Undefined, US	39.7837304	-100.445882
https://drive.google.com/u/0/open?usp=forms_web&id=10VXin8X5n1lELXxnUJRJ2ujN95tyAwNh	Undefined, US	39.7837304	-100.445882
https://drive.google.com/u/0/open?usp=forms_web&id=1cb0de3iyhAQTv44kiMJdU0V7WSIsKTs9	Undefined, US	39.7837304	-100.445882
https://drive.google.com/u/0/open?usp=forms_web&id=19wdkxfXTzzI6sgPEGRZOH14N8Q0nyFrT	Ahmedabad, IN	23.0216238	72.5797068
https://drive.google.com/u/0/open?usp=forms_web&id=18BWzs2P2Y85C1pfuEBajqC5PZhJVWfct	Δημοτική Ενότητα Πυλαίας, GR	40.5676065	22.9863559
https://drive.google.com/u/0/open?usp=forms_web&id=1Bh5H8w_WZ0o9bWngiJwqvp7LixWvBxI2	Long Beach, US	33.7690164	-118.191604
https://drive.google.com/u/0/open?usp=forms_web&id=19cO3yiMHX6Sadu7K0tLBrnQe44aJrNHs	District Heights, US	38.8622077	-76.8815207
https://drive.google.com/u/0/open?usp=forms_web&id=17q1w5g-NpNtT2LAPYULfyvQeNt_9hLC3	Kozhikode, IN	11.2450558	75.7754716
https://drive.google.com/u/0/open?usp=forms_web&id=1_R0afcqeLfmNfyeawBdGQ9Xclosiq5Bp	City of New York, US	40.7127281	-74.0060152
https://drive.google.com/u/0/open?usp=forms_web&id=1m3__5cUzwvkkYsP1hjlx29Hil3b1XudL	Wilmington, US	39.7459468	-75.546589
https://drive.google.com/u/0/open?usp=forms_web&id=1If42HGWYHuKO5Q5ZPVj2qo06NC4g589T	Wilmington, US	39.7459468	-75.546589
https://drive.google.com/u/0/open?usp=forms_web&id=1nchnqM12WAi5W9ymiSY8sMLUkC35pE_N	Undefined, GB	56.7861112	-4.1140518
https://drive.google.com/u/0/open?usp=forms_web&id=1BpO8KBNEU0bw8obq266neTfJRRfrFahN	Undefined, GB	56.7861112	-4.1140518
https://drive.google.com/u/0/open?usp=forms_web&id=1E_m7QseptXsFXKCMdHwy51TeodunbYpH	Gurnee, US	42.3702996	-87.9020186
https://drive.google.com/u/0/open?usp=forms_web&id=1nMILHLjjdz_pZWDAFpoyQ6EXOEsvAEM6	Longmont, US	40.1672117	-105.101928
https://drive.google.com/u/0/open?usp=forms_web&id=1kAfcmoPErO5Tu36NOjeLFZBaJukiwfaW	Undefined, GB	54.666667	-1.75
https://drive.google.com/u/0/open?usp=forms_web&id=1z0RAnxtYiX0lBSj2f3KwflSg3dm9_01D	Bennettsville, US	34.6173803	-79.6847814
https://drive.google.com/u/0/open?usp=forms_web&id=1u3aOhp_I3s7O_nY-do7S8tXfcvVvpq8H	Bennettsville, US	34.6173803	-79.6847814
