id	mode	chain_id	step	location	country	latitude	longitude	typology	tags	image_id	source_image_url	local_image_url	image_url	text	sentiment	source_row	order_hint
windows-1	windows		image	Natal	BR	-5.805398	-35.2080905	window_photo	windows,image,photo	1FpZGokw6kJkCqYyGDNbNvh6SauoRFyUL	https://lh3.googleusercontent.com/d/1FpZGokw6kJkCqYyGDNbNvh6SauoRFyUL=w2200	/images/1FpZGokw6kJkCqYyGDNbNvh6SauoRFyUL.jpg	/images/1FpZGokw6kJkCqYyGDNbNvh6SauoRFyUL.jpg			2	1
broken-1-image	broken	broken-1	image	Natal	BR	-5.805398	-35.2080905	window_photo	broken,image,window	1FpZGokw6kJkCqYyGDNbNvh6SauoRFyUL	https://lh3.googleusercontent.com/d/1FpZGokw6kJkCqYyGDNbNvh6SauoRFyUL=w2200	/images/1FpZGokw6kJkCqYyGDNbNvh6SauoRFyUL.jpg	/images/1FpZGokw6kJkCqYyGDNbNvh6SauoRFyUL.jpg			2	2
broken-1-text	broken	broken-1	text	California	US	36.7014631	-118.755997	unclear	broken,text,description,unclear					i can see a wonderful climate here.what is it means dark clouds are in day light.half of the place shadow cover and half of the place day is there.its nice to see		2	3
broken-1-drawing	broken	broken-1	drawing	Florence				drawing_response	broken,image,drawing	1ugMULj8ViZNKxwIT_DHq_VpmhaQQHL62	https://lh3.googleusercontent.com/d/1ugMULj8ViZNKxwIT_DHq_VpmhaQQHL62=w2200	/images/1ugMULj8ViZNKxwIT_DHq_VpmhaQQHL62.jpg	/images/1ugMULj8ViZNKxwIT_DHq_VpmhaQQHL62.jpg			2	4
windows-2	windows		image	Clemmons	US	36.0215258	-80.3819984	window_photo	windows,image,photo	10RQ8etRYdmzdPgDYltWY3LQ1UumWJfpA	https://lh3.googleusercontent.com/d/10RQ8etRYdmzdPgDYltWY3LQ1UumWJfpA=w2200	/images/10RQ8etRYdmzdPgDYltWY3LQ1UumWJfpA.jpg	/images/10RQ8etRYdmzdPgDYltWY3LQ1UumWJfpA.jpg			3	5
broken-2-image	broken	broken-2	image	Clemmons	US	36.0215258	-80.3819984	window_photo	broken,image,window	10RQ8etRYdmzdPgDYltWY3LQ1UumWJfpA	https://lh3.googleusercontent.com/d/10RQ8etRYdmzdPgDYltWY3LQ1UumWJfpA=w2200	/images/10RQ8etRYdmzdPgDYltWY3LQ1UumWJfpA.jpg	/images/10RQ8etRYdmzdPgDYltWY3LQ1UumWJfpA.jpg			3	6
broken-2-text	broken	broken-2	text	Newcastle upon Tyne	GB	54.9806082	-1.6478673	nature	broken,text,description,nature					GARDEN		3	7
broken-3-image	broken	broken-3	image	Clemmons	US	36.0215258	-80.3819984	window_photo	broken,image,window	10RQ8etRYdmzdPgDYltWY3LQ1UumWJfpA	https://lh3.googleusercontent.com/d/10RQ8etRYdmzdPgDYltWY3LQ1UumWJfpA=w2200	/images/10RQ8etRYdmzdPgDYltWY3LQ1UumWJfpA.jpg	/images/10RQ8etRYdmzdPgDYltWY3LQ1UumWJfpA.jpg			4	8
broken-3-text	broken	broken-3	text	Orléans	FR	47.9027336	1.9086066	nature	broken,text,description,nature					Window,Trees,road,car		4	9
broken-3-drawing	broken	broken-3	drawing	brazil				drawing_response	broken,image,drawing	1i2s3p9wMPebWzzwZ1mSIpos2ldZBAJQd	https://lh3.googleusercontent.com/d/1i2s3p9wMPebWzzwZ1mSIpos2ldZBAJQd=w2200	/images/1i2s3p9wMPebWzzwZ1mSIpos2ldZBAJQd.jpg	/images/1i2s3p9wMPebWzzwZ1mSIpos2ldZBAJQd.jpg			4	10
windows-3	windows		image	Rockford	US	42.2713945	-89.093966	window_photo	windows,image,photo	16d_y28K6xolcvGL9Fe2zhZsuqZ5xuMuh	https://lh3.googleusercontent.com/d/16d_y28K6xolcvGL9Fe2zhZsuqZ5xuMuh=w2200	/images/16d_y28K6xolcvGL9Fe2zhZsuqZ5xuMuh.jpg	/images/16d_y28K6xolcvGL9Fe2zhZsuqZ5xuMuh.jpg			5	11
broken-4-image	broken	broken-4	image	Rockford	US	42.2713945	-89.093966	window_photo	broken,image,window	16d_y28K6xolcvGL9Fe2zhZsuqZ5xuMuh	https://lh3.googleusercontent.com/d/16d_y28K6xolcvGL9Fe2zhZsuqZ5xuMuh=w2200	/images/16d_y28K6xolcvGL9Fe2zhZsuqZ5xuMuh.jpg	/images/16d_y28K6xolcvGL9Fe2zhZsuqZ5xuMuh.jpg			5	12
broken-4-text	broken	broken-4	text	Rio de Janeiro	BR	-22.9110137	-43.2093727	street	broken,text,description,street					some cars next to each other		5	13
broken-4-drawing	broken	broken-4	drawing	Aldie				drawing_response	broken,image,drawing	1DQa5slbbf2r7XftDj-73C-mS0vBjeFmr	https://lh3.googleusercontent.com/d/1DQa5slbbf2r7XftDj-73C-mS0vBjeFmr=w2200	/images/1DQa5slbbf2r7XftDj-73C-mS0vBjeFmr.png	/images/1DQa5slbbf2r7XftDj-73C-mS0vBjeFmr.png			5	14
windows-4	windows		image	Los Angeles	US	34.0536909	-118.242766	window_photo	windows,image,photo	1U5pNeJNxwB_6er9P0YQetOGH8zs5qrUX	https://lh3.googleusercontent.com/d/1U5pNeJNxwB_6er9P0YQetOGH8zs5qrUX=w2200	/images/1U5pNeJNxwB_6er9P0YQetOGH8zs5qrUX.jpg	/images/1U5pNeJNxwB_6er9P0YQetOGH8zs5qrUX.jpg			6	15
broken-5-image	broken	broken-5	image	Los Angeles	US	34.0536909	-118.242766	window_photo	broken,image,window	1U5pNeJNxwB_6er9P0YQetOGH8zs5qrUX	https://lh3.googleusercontent.com/d/1U5pNeJNxwB_6er9P0YQetOGH8zs5qrUX=w2200	/images/1U5pNeJNxwB_6er9P0YQetOGH8zs5qrUX.jpg	/images/1U5pNeJNxwB_6er9P0YQetOGH8zs5qrUX.jpg			6	16
broken-5-text	broken	broken-5	text	Louisiana	US	30.8703881	-92.007126	water	broken,text,description,water					I SEE THE SEA AND HUGE BUILDINGS(CITY) AND ALSO SOME SHIPS.		6	17
broken-5-drawing	broken	broken-5	drawing	Cagliari				drawing_response	broken,image,drawing	19cpvbMAleJ-XXUBubL-W4fS3RJN0saPt	https://lh3.googleusercontent.com/d/19cpvbMAleJ-XXUBubL-W4fS3RJN0saPt=w2200	/images/19cpvbMAleJ-XXUBubL-W4fS3RJN0saPt.jpg	/images/19cpvbMAleJ-XXUBubL-W4fS3RJN0saPt.jpg			6	18
windows-5	windows		image	City of New York	US	40.8466508	-73.8785937	window_photo	windows,image,photo	1nXpH7sGJT4E8r6e5k9UWCMJY-j8yh9TC	https://lh3.googleusercontent.com/d/1nXpH7sGJT4E8r6e5k9UWCMJY-j8yh9TC=w2200	/images/1nXpH7sGJT4E8r6e5k9UWCMJY-j8yh9TC.jpg	/images/1nXpH7sGJT4E8r6e5k9UWCMJY-j8yh9TC.jpg			7	19
broken-6-image	broken	broken-6	image	City of New York	US	40.8466508	-73.8785937	window_photo	broken,image,window	1nXpH7sGJT4E8r6e5k9UWCMJY-j8yh9TC	https://lh3.googleusercontent.com/d/1nXpH7sGJT4E8r6e5k9UWCMJY-j8yh9TC=w2200	/images/1nXpH7sGJT4E8r6e5k9UWCMJY-j8yh9TC.jpg	/images/1nXpH7sGJT4E8r6e5k9UWCMJY-j8yh9TC.jpg			7	20
broken-6-text	broken	broken-6	text	Louisiana	US	30.8703881	-92.007126	urban	broken,text,description,urban					I THINK IT IS A FACTORY VIEW FROM WINDOW		7	21
broken-6-drawing	broken	broken-6	drawing	east hampton				drawing_response	broken,image,drawing	1jrUOTuuYIVSbgtg_81G8Y4rf1WFI9HpT	https://lh3.googleusercontent.com/d/1jrUOTuuYIVSbgtg_81G8Y4rf1WFI9HpT=w2200	/images/1jrUOTuuYIVSbgtg_81G8Y4rf1WFI9HpT.jpg	/images/1jrUOTuuYIVSbgtg_81G8Y4rf1WFI9HpT.jpg			7	22
windows-6	windows		image	Sarasota	US	27.3365805	-82.5308545	window_photo	windows,image,photo	1xeKXdQq86X6NmWXXdghCGOfLETteOctm	https://lh3.googleusercontent.com/d/1xeKXdQq86X6NmWXXdghCGOfLETteOctm=w2200	/images/1xeKXdQq86X6NmWXXdghCGOfLETteOctm.jpg	/images/1xeKXdQq86X6NmWXXdghCGOfLETteOctm.jpg			8	23
broken-7-image	broken	broken-7	image	Sarasota	US	27.3365805	-82.5308545	window_photo	broken,image,window	1xeKXdQq86X6NmWXXdghCGOfLETteOctm	https://lh3.googleusercontent.com/d/1xeKXdQq86X6NmWXXdghCGOfLETteOctm=w2200	/images/1xeKXdQq86X6NmWXXdghCGOfLETteOctm.jpg	/images/1xeKXdQq86X6NmWXXdghCGOfLETteOctm.jpg			8	24
broken-7-text	broken	broken-7	text	Rio de Janeiro	BR	-22.9110137	-43.2093727	nature	broken,text,description,nature					I see calm days, quiet place with some parked cars		8	25
broken-7-drawing	broken	broken-7	drawing	bradford				drawing_response	broken,image,drawing	1tajUbDPP2r60-x6mq-yf4QlFaIv08pG8	https://lh3.googleusercontent.com/d/1tajUbDPP2r60-x6mq-yf4QlFaIv08pG8=w2200	/images/1tajUbDPP2r60-x6mq-yf4QlFaIv08pG8.jpg	/images/1tajUbDPP2r60-x6mq-yf4QlFaIv08pG8.jpg			8	26
windows-7	windows		image	Undefined	AZ	40.3936294	47.7872508	window_photo	windows,image,photo	1_Ubyuw-tIK5-JpNvNOnmNLXAM7-mSJ8h	https://lh3.googleusercontent.com/d/1_Ubyuw-tIK5-JpNvNOnmNLXAM7-mSJ8h=w2200	/images/1_Ubyuw-tIK5-JpNvNOnmNLXAM7-mSJ8h.jpg	/images/1_Ubyuw-tIK5-JpNvNOnmNLXAM7-mSJ8h.jpg			9	27
broken-8-image	broken	broken-8	image	Undefined	AZ	40.3936294	47.7872508	window_photo	broken,image,window	1_Ubyuw-tIK5-JpNvNOnmNLXAM7-mSJ8h	https://lh3.googleusercontent.com/d/1_Ubyuw-tIK5-JpNvNOnmNLXAM7-mSJ8h=w2200	/images/1_Ubyuw-tIK5-JpNvNOnmNLXAM7-mSJ8h.jpg	/images/1_Ubyuw-tIK5-JpNvNOnmNLXAM7-mSJ8h.jpg			9	28
broken-8-text	broken	broken-8	text	United States	US	39.7837304	-100.445882	urban	broken,text,description,urban					I saw an one big window and small window also. And two plants		9	29
broken-8-drawing	broken	broken-8	drawing	Oakdale				drawing_response	broken,image,drawing	1j9aSRAydo_Wuy-U1ApYKybhz_3J9vzH4	https://lh3.googleusercontent.com/d/1j9aSRAydo_Wuy-U1ApYKybhz_3J9vzH4=w2200	/images/1j9aSRAydo_Wuy-U1ApYKybhz_3J9vzH4.jpg	/images/1j9aSRAydo_Wuy-U1ApYKybhz_3J9vzH4.jpg			9	30
windows-8	windows		image	Goiânia	BR	-16.680882	-49.2532691	window_photo	windows,image,photo	1zgMwMzcrExwy-6SVbkGAFkcKRkVe-CBm	https://lh3.googleusercontent.com/d/1zgMwMzcrExwy-6SVbkGAFkcKRkVe-CBm=w2200	/images/1zgMwMzcrExwy-6SVbkGAFkcKRkVe-CBm.jpg	/images/1zgMwMzcrExwy-6SVbkGAFkcKRkVe-CBm.jpg			10	31
broken-9-image	broken	broken-9	image	Goiânia	BR	-16.680882	-49.2532691	window_photo	broken,image,window	1zgMwMzcrExwy-6SVbkGAFkcKRkVe-CBm	https://lh3.googleusercontent.com/d/1zgMwMzcrExwy-6SVbkGAFkcKRkVe-CBm=w2200	/images/1zgMwMzcrExwy-6SVbkGAFkcKRkVe-CBm.jpg	/images/1zgMwMzcrExwy-6SVbkGAFkcKRkVe-CBm.jpg			10	32
broken-9-text	broken	broken-9	text	Chennai	IN	13.0836939	80.270186	urban	broken,text,description,urban					window design is very nice		10	33
broken-10-image	broken	broken-10	image	Goiânia	BR	-16.680882	-49.2532691	window_photo	broken,image,window	1zgMwMzcrExwy-6SVbkGAFkcKRkVe-CBm	https://lh3.googleusercontent.com/d/1zgMwMzcrExwy-6SVbkGAFkcKRkVe-CBm=w2200	/images/1zgMwMzcrExwy-6SVbkGAFkcKRkVe-CBm.jpg	/images/1zgMwMzcrExwy-6SVbkGAFkcKRkVe-CBm.jpg			11	34
broken-10-text	broken	broken-10	text	Louisiana	US	30.8703881	-92.007126	urban	broken,text,description,urban					A WINDOW WITH SIMPLE DESIGN		11	35
broken-10-drawing	broken	broken-10	drawing	Huntington Beach				drawing_response	broken,image,drawing	1vOlnxZ4ZQ6KjKXqMZ-1XQu0YD8DyO8Cg	https://lh3.googleusercontent.com/d/1vOlnxZ4ZQ6KjKXqMZ-1XQu0YD8DyO8Cg=w2200	/images/1vOlnxZ4ZQ6KjKXqMZ-1XQu0YD8DyO8Cg.png	/images/1vOlnxZ4ZQ6KjKXqMZ-1XQu0YD8DyO8Cg.png			11	36
broken-11-image	broken	broken-11	image	Goiânia	BR	-16.680882	-49.2532691	window_photo	broken,image,window	1zgMwMzcrExwy-6SVbkGAFkcKRkVe-CBm	https://lh3.googleusercontent.com/d/1zgMwMzcrExwy-6SVbkGAFkcKRkVe-CBm=w2200	/images/1zgMwMzcrExwy-6SVbkGAFkcKRkVe-CBm.jpg	/images/1zgMwMzcrExwy-6SVbkGAFkcKRkVe-CBm.jpg			12	37
broken-11-text	broken	broken-11	text	Florida	US	27.7567667	-81.4639835	urban	broken,text,description,urban					A window of 2 door glass		12	38
broken-11-drawing	broken	broken-11	drawing	Maidenhead				drawing_response	broken,image,drawing	1AyDXdDyFGCmJTC7GJyC1nU28y8c-vdpQ	https://lh3.googleusercontent.com/d/1AyDXdDyFGCmJTC7GJyC1nU28y8c-vdpQ=w2200	/images/1AyDXdDyFGCmJTC7GJyC1nU28y8c-vdpQ.jpg	/images/1AyDXdDyFGCmJTC7GJyC1nU28y8c-vdpQ.jpg			12	39
windows-9	windows		image	Los Angeles	US	34.0536909	-118.242766	window_photo	windows,image,photo	1a8J6CMYQgqrmcKKEs08aHEQVYKaiQoWS	https://lh3.googleusercontent.com/d/1a8J6CMYQgqrmcKKEs08aHEQVYKaiQoWS=w2200	/images/1a8J6CMYQgqrmcKKEs08aHEQVYKaiQoWS.png	/images/1a8J6CMYQgqrmcKKEs08aHEQVYKaiQoWS.png			13	40
broken-12-image	broken	broken-12	image	Los Angeles	US	34.0536909	-118.242766	window_photo	broken,image,window	1a8J6CMYQgqrmcKKEs08aHEQVYKaiQoWS	https://lh3.googleusercontent.com/d/1a8J6CMYQgqrmcKKEs08aHEQVYKaiQoWS=w2200	/images/1a8J6CMYQgqrmcKKEs08aHEQVYKaiQoWS.png	/images/1a8J6CMYQgqrmcKKEs08aHEQVYKaiQoWS.png			13	41
broken-12-text	broken	broken-12	text	Florida	US	27.7567667	-81.4639835	description	broken,text,description,description					transparent picture of scorpion		13	42
broken-12-drawing	broken	broken-12	drawing	Maidenhead				drawing_response	broken,image,drawing	1hjc9BC8crjUNLX5GiPadQZcdwDQfjOjn	https://lh3.googleusercontent.com/d/1hjc9BC8crjUNLX5GiPadQZcdwDQfjOjn=w2200	/images/1hjc9BC8crjUNLX5GiPadQZcdwDQfjOjn.jpg	/images/1hjc9BC8crjUNLX5GiPadQZcdwDQfjOjn.jpg			13	43
windows-10	windows		image	Albuquerque	US	35.0841034	-106.650985	window_photo	windows,image,photo	1VuGqxy611Pld2WcdkfoptM5ltIG5hkSX	https://lh3.googleusercontent.com/d/1VuGqxy611Pld2WcdkfoptM5ltIG5hkSX=w2200	/images/1VuGqxy611Pld2WcdkfoptM5ltIG5hkSX.jpg	/images/1VuGqxy611Pld2WcdkfoptM5ltIG5hkSX.jpg			14	44
broken-13-image	broken	broken-13	image	Albuquerque	US	35.0841034	-106.650985	window_photo	broken,image,window	1VuGqxy611Pld2WcdkfoptM5ltIG5hkSX	https://lh3.googleusercontent.com/d/1VuGqxy611Pld2WcdkfoptM5ltIG5hkSX=w2200	/images/1VuGqxy611Pld2WcdkfoptM5ltIG5hkSX.jpg	/images/1VuGqxy611Pld2WcdkfoptM5ltIG5hkSX.jpg			14	45
broken-13-text	broken	broken-13	text	Rio de Janeiro	BR	-22.9110137	-43.2093727	urban	broken,text,description,urban					window with security guards		14	46
broken-13-drawing	broken	broken-13	drawing	newyork				drawing_response	broken,image,drawing	1rcCSdOxfIG2vpph8WNuTsw7boZdW_pGr	https://lh3.googleusercontent.com/d/1rcCSdOxfIG2vpph8WNuTsw7boZdW_pGr=w2200	/images/1rcCSdOxfIG2vpph8WNuTsw7boZdW_pGr.png	/images/1rcCSdOxfIG2vpph8WNuTsw7boZdW_pGr.png			14	47
broken-14-image	broken	broken-14	image	Albuquerque	US	35.0841034	-106.650985	window_photo	broken,image,window	1VuGqxy611Pld2WcdkfoptM5ltIG5hkSX	https://lh3.googleusercontent.com/d/1VuGqxy611Pld2WcdkfoptM5ltIG5hkSX=w2200	/images/1VuGqxy611Pld2WcdkfoptM5ltIG5hkSX.jpg	/images/1VuGqxy611Pld2WcdkfoptM5ltIG5hkSX.jpg			15	48
broken-14-text	broken	broken-14	text	Rio de Janeiro	BR	-22.9110137	-43.2093727	urban	broken,text,description,urban					window with security guards		15	49
broken-14-drawing	broken	broken-14	drawing	Varese				drawing_response	broken,image,drawing	194DKQRxbffTH1Smr0czg68-GkPc1-eZa	https://lh3.googleusercontent.com/d/194DKQRxbffTH1Smr0czg68-GkPc1-eZa=w2200	/images/194DKQRxbffTH1Smr0czg68-GkPc1-eZa.jpg	/images/194DKQRxbffTH1Smr0czg68-GkPc1-eZa.jpg			15	50
windows-11	windows		image	Undefined	US	39.7837304	-100.445882	window_photo	windows,image,photo	1M5AWITFCvsSqNXtRBekqrrPrZw-Moni8	https://lh3.googleusercontent.com/d/1M5AWITFCvsSqNXtRBekqrrPrZw-Moni8=w2200	/images/1M5AWITFCvsSqNXtRBekqrrPrZw-Moni8.jpg	/images/1M5AWITFCvsSqNXtRBekqrrPrZw-Moni8.jpg			16	51
broken-15-image	broken	broken-15	image	Undefined	US	39.7837304	-100.445882	window_photo	broken,image,window	1M5AWITFCvsSqNXtRBekqrrPrZw-Moni8	https://lh3.googleusercontent.com/d/1M5AWITFCvsSqNXtRBekqrrPrZw-Moni8=w2200	/images/1M5AWITFCvsSqNXtRBekqrrPrZw-Moni8.jpg	/images/1M5AWITFCvsSqNXtRBekqrrPrZw-Moni8.jpg			16	52
broken-15-text	broken	broken-15	text	Texas	US	31.2638905	-98.5456116	description	broken,text,description,description					Computer modify picture.		16	53
broken-16-image	broken	broken-16	image	Undefined	US	39.7837304	-100.445882	window_photo	broken,image,window	1M5AWITFCvsSqNXtRBekqrrPrZw-Moni8	https://lh3.googleusercontent.com/d/1M5AWITFCvsSqNXtRBekqrrPrZw-Moni8=w2200	/images/1M5AWITFCvsSqNXtRBekqrrPrZw-Moni8.jpg	/images/1M5AWITFCvsSqNXtRBekqrrPrZw-Moni8.jpg			17	54
broken-16-text	broken	broken-16	text	Texas	US	31.2638905	-98.5456116	nature	broken,text,description,nature					it is the natural picture of river with the beautiful clouds and the single tree on small mountain the shade of this cloud and tree was beautiful reflected on river water		17	55
broken-16-drawing	broken	broken-16	drawing	Cagliari				drawing_response	broken,image,drawing	1p_1Tw_-QmU0_R0SbrK-ws2PdME707WKa	https://lh3.googleusercontent.com/d/1p_1Tw_-QmU0_R0SbrK-ws2PdME707WKa=w2200	/images/1p_1Tw_-QmU0_R0SbrK-ws2PdME707WKa.jpg	/images/1p_1Tw_-QmU0_R0SbrK-ws2PdME707WKa.jpg			17	56
broken-17-image	broken	broken-17	image	Undefined	US	39.7837304	-100.445882	window_photo	broken,image,window	1M5AWITFCvsSqNXtRBekqrrPrZw-Moni8	https://lh3.googleusercontent.com/d/1M5AWITFCvsSqNXtRBekqrrPrZw-Moni8=w2200	/images/1M5AWITFCvsSqNXtRBekqrrPrZw-Moni8.jpg	/images/1M5AWITFCvsSqNXtRBekqrrPrZw-Moni8.jpg			18	57
broken-17-text	broken	broken-17	text	Texas	US	31.2638905	-98.5456116	nature	broken,text,description,nature					it is the natural picture of river with the beautiful clouds and the single tree on small mountain the shade of this cloud and tree was beautiful reflected on river water		18	58
broken-17-drawing	broken	broken-17	drawing	Lucknow				drawing_response	broken,image,drawing	1xDVoTWiDIhMIbv3qpuLLhcM5PeajRF8U	https://lh3.googleusercontent.com/d/1xDVoTWiDIhMIbv3qpuLLhcM5PeajRF8U=w2200	/images/1xDVoTWiDIhMIbv3qpuLLhcM5PeajRF8U.jpg	/images/1xDVoTWiDIhMIbv3qpuLLhcM5PeajRF8U.jpg			18	59
windows-12	windows		image	Firenze	IT	43.7698712	11.2555757	window_photo	windows,image,photo	1OEzPALzi_XHePuIg2L6Y0D18wh-Xr8yv	https://lh3.googleusercontent.com/d/1OEzPALzi_XHePuIg2L6Y0D18wh-Xr8yv=w2200	/images/1OEzPALzi_XHePuIg2L6Y0D18wh-Xr8yv.jpg	/images/1OEzPALzi_XHePuIg2L6Y0D18wh-Xr8yv.jpg			19	60
broken-18-image	broken	broken-18	image	Firenze	IT	43.7698712	11.2555757	window_photo	broken,image,window	1OEzPALzi_XHePuIg2L6Y0D18wh-Xr8yv	https://lh3.googleusercontent.com/d/1OEzPALzi_XHePuIg2L6Y0D18wh-Xr8yv=w2200	/images/1OEzPALzi_XHePuIg2L6Y0D18wh-Xr8yv.jpg	/images/1OEzPALzi_XHePuIg2L6Y0D18wh-Xr8yv.jpg			19	61
broken-18-text	broken	broken-18	text	Delaware	US	38.6920451	-75.4013315	nature	broken,text,description,nature					window outside one tree		19	62
broken-18-drawing	broken	broken-18	drawing	New Delhi				drawing_response	broken,image,drawing	1rVbTqUhsrtnJGTruANJlQ6Gx36TdC2oq	https://lh3.googleusercontent.com/d/1rVbTqUhsrtnJGTruANJlQ6Gx36TdC2oq=w2200	/images/1rVbTqUhsrtnJGTruANJlQ6Gx36TdC2oq.jpg	/images/1rVbTqUhsrtnJGTruANJlQ6Gx36TdC2oq.jpg			19	63
broken-19-image	broken	broken-19	image	Firenze	IT	43.7698712	11.2555757	window_photo	broken,image,window	1OEzPALzi_XHePuIg2L6Y0D18wh-Xr8yv	https://lh3.googleusercontent.com/d/1OEzPALzi_XHePuIg2L6Y0D18wh-Xr8yv=w2200	/images/1OEzPALzi_XHePuIg2L6Y0D18wh-Xr8yv.jpg	/images/1OEzPALzi_XHePuIg2L6Y0D18wh-Xr8yv.jpg			20	64
broken-19-text	broken	broken-19	text	United States	US	39.7837304	-100.445882	description	broken,text,description,description					NICE PHOTO		20	65
broken-20-image	broken	broken-20	image	Firenze	IT	43.7698712	11.2555757	window_photo	broken,image,window	1OEzPALzi_XHePuIg2L6Y0D18wh-Xr8yv	https://lh3.googleusercontent.com/d/1OEzPALzi_XHePuIg2L6Y0D18wh-Xr8yv=w2200	/images/1OEzPALzi_XHePuIg2L6Y0D18wh-Xr8yv.jpg	/images/1OEzPALzi_XHePuIg2L6Y0D18wh-Xr8yv.jpg			21	66
broken-20-text	broken	broken-20	text	San Miguel de la Pascana	PE	-14.69387435	-75.11450771	urban	broken,text,description,urban					HOUSE		21	67
windows-13	windows		image	Undefined	CA	50.000678	-86.000977	window_photo	windows,image,photo	11nRchbVeSRgz5qdiT0HFL8Yoo1951lz6	https://lh3.googleusercontent.com/d/11nRchbVeSRgz5qdiT0HFL8Yoo1951lz6=w2200	/images/11nRchbVeSRgz5qdiT0HFL8Yoo1951lz6.jpg	/images/11nRchbVeSRgz5qdiT0HFL8Yoo1951lz6.jpg			22	68
broken-21-image	broken	broken-21	image	Undefined	CA	50.000678	-86.000977	window_photo	broken,image,window	11nRchbVeSRgz5qdiT0HFL8Yoo1951lz6	https://lh3.googleusercontent.com/d/11nRchbVeSRgz5qdiT0HFL8Yoo1951lz6=w2200	/images/11nRchbVeSRgz5qdiT0HFL8Yoo1951lz6.jpg	/images/11nRchbVeSRgz5qdiT0HFL8Yoo1951lz6.jpg			22	69
broken-21-text	broken	broken-21	text	Ponca City	US	36.703647	-97.081898	description	broken,text,description,description					There are two signs on an electrical box. They are advertising top soil that is 3/4 sand and 1/4 gravel. It seems the area is kind of desert looking.		22	70
broken-21-drawing	broken	broken-21	drawing	Cagliari				drawing_response	broken,image,drawing	1SaWeiMV_EGaQPwtQWgxtcEsX9XkPBa2W	https://lh3.googleusercontent.com/d/1SaWeiMV_EGaQPwtQWgxtcEsX9XkPBa2W=w2200	/images/1SaWeiMV_EGaQPwtQWgxtcEsX9XkPBa2W.jpg	/images/1SaWeiMV_EGaQPwtQWgxtcEsX9XkPBa2W.jpg			22	71
broken-22-image	broken	broken-22	image	Undefined	CA	50.000678	-86.000977	window_photo	broken,image,window	11nRchbVeSRgz5qdiT0HFL8Yoo1951lz6	https://lh3.googleusercontent.com/d/11nRchbVeSRgz5qdiT0HFL8Yoo1951lz6=w2200	/images/11nRchbVeSRgz5qdiT0HFL8Yoo1951lz6.jpg	/images/11nRchbVeSRgz5qdiT0HFL8Yoo1951lz6.jpg			23	72
broken-22-text	broken	broken-22	text	California	US	36.2516475	-118.852583	description	broken,text,description,description					YA I SEE THE ONE POST IN THIS PICTURE		23	73
broken-23-image	broken	broken-23	image	Undefined	CA	50.000678	-86.000977	window_photo	broken,image,window	11nRchbVeSRgz5qdiT0HFL8Yoo1951lz6	https://lh3.googleusercontent.com/d/11nRchbVeSRgz5qdiT0HFL8Yoo1951lz6=w2200	/images/11nRchbVeSRgz5qdiT0HFL8Yoo1951lz6.jpg	/images/11nRchbVeSRgz5qdiT0HFL8Yoo1951lz6.jpg			24	74
broken-23-text	broken	broken-23	text	United States	US	39.7837304	-100.445882	description	broken,text,description,description					nice photo		24	75
windows-14	windows		image	Easttown Township	US	40.0492751	-75.4290819	window_photo	windows,image,photo	1tjvWPr8BLX8bQKnPWMv0jQW0KSMkv5HG	https://lh3.googleusercontent.com/d/1tjvWPr8BLX8bQKnPWMv0jQW0KSMkv5HG=w2200	/images/1tjvWPr8BLX8bQKnPWMv0jQW0KSMkv5HG.jpg	/images/1tjvWPr8BLX8bQKnPWMv0jQW0KSMkv5HG.jpg			25	76
broken-24-image	broken	broken-24	image	Easttown Township	US	40.0492751	-75.4290819	window_photo	broken,image,window	1tjvWPr8BLX8bQKnPWMv0jQW0KSMkv5HG	https://lh3.googleusercontent.com/d/1tjvWPr8BLX8bQKnPWMv0jQW0KSMkv5HG=w2200	/images/1tjvWPr8BLX8bQKnPWMv0jQW0KSMkv5HG.jpg	/images/1tjvWPr8BLX8bQKnPWMv0jQW0KSMkv5HG.jpg			25	77
broken-24-text	broken	broken-24	text	Florida	US	27.7567667	-81.4639835	description	broken,text,description,description					Two deer's on the backyard		25	78
broken-24-drawing	broken	broken-24	drawing	TEXARKANA				drawing_response	broken,image,drawing	1QRzNLhUdRdwTjJeeDeMZn8wP4sqkb025	https://lh3.googleusercontent.com/d/1QRzNLhUdRdwTjJeeDeMZn8wP4sqkb025=w2200	/images/1QRzNLhUdRdwTjJeeDeMZn8wP4sqkb025.jpg	/images/1QRzNLhUdRdwTjJeeDeMZn8wP4sqkb025.jpg			25	79
windows-15	windows		image	Chennai	IN	13.0836939	80.270186	window_photo	windows,image,photo	1NQc10oV15AynlYKlnOrgbsmE8Kui0Z9S	https://lh3.googleusercontent.com/d/1NQc10oV15AynlYKlnOrgbsmE8Kui0Z9S=w2200	/images/1NQc10oV15AynlYKlnOrgbsmE8Kui0Z9S.jpg	/images/1NQc10oV15AynlYKlnOrgbsmE8Kui0Z9S.jpg			26	80
