id	mode	chain_id	step	location	country	latitude	longitude	typology	tags	image_id	source_image_url	local_image_url	image_url	text	sentiment	source_row	order_hint
broken-64-text	broken	broken-64	text	Florida	US	27.7567667	-81.4639835	description	broken,text,description,description					A beautiful cat		66	215
broken-64-drawing	broken	broken-64	drawing	Kottayam				drawing_response	broken,image,drawing	1AWS14gfTWAUkq9VmZv6uT7qXRJDqGXRB	https://lh3.googleusercontent.com/d/1AWS14gfTWAUkq9VmZv6uT7qXRJDqGXRB=w2200	/images/1AWS14gfTWAUkq9VmZv6uT7qXRJDqGXRB.jpg	/images/1AWS14gfTWAUkq9VmZv6uT7qXRJDqGXRB.jpg			66	216
windows-47	windows		image	Lacey	US	47.0263876	-122.8072257	window_photo	windows,image,photo	1v3ZlzpWYQJwF4jI_fKl0pqNuhwxcH4zP	https://lh3.googleusercontent.com/d/1v3ZlzpWYQJwF4jI_fKl0pqNuhwxcH4zP=w2200	/images/1v3ZlzpWYQJwF4jI_fKl0pqNuhwxcH4zP.jpg	/images/1v3ZlzpWYQJwF4jI_fKl0pqNuhwxcH4zP.jpg			67	217
broken-65-image	broken	broken-65	image	Lacey	US	47.0263876	-122.8072257	window_photo	broken,image,window	1v3ZlzpWYQJwF4jI_fKl0pqNuhwxcH4zP	https://lh3.googleusercontent.com/d/1v3ZlzpWYQJwF4jI_fKl0pqNuhwxcH4zP=w2200	/images/1v3ZlzpWYQJwF4jI_fKl0pqNuhwxcH4zP.jpg	/images/1v3ZlzpWYQJwF4jI_fKl0pqNuhwxcH4zP.jpg			67	218
broken-65-text	broken	broken-65	text	Louisiana	US	30.8703881	-92.007126	nature	broken,text,description,nature					SEE A HUGE BUILDING WITH A BEAUTIFUL GARDEN AND WALKWAY		67	219
broken-66-image	broken	broken-66	image	Lacey	US	47.0263876	-122.8072257	window_photo	broken,image,window	1v3ZlzpWYQJwF4jI_fKl0pqNuhwxcH4zP	https://lh3.googleusercontent.com/d/1v3ZlzpWYQJwF4jI_fKl0pqNuhwxcH4zP=w2200	/images/1v3ZlzpWYQJwF4jI_fKl0pqNuhwxcH4zP.jpg	/images/1v3ZlzpWYQJwF4jI_fKl0pqNuhwxcH4zP.jpg			68	221
broken-66-text	broken	broken-66	text	Louisiana	US	30.8703881	-92.007126	nature	broken,text,description,nature					SEE A HUGE BUILDING WITH A BEAUTIFUL GARDEN AND WALKWAY		68	222
broken-66-drawing	broken	broken-66	drawing	Milan				drawing_response	broken,image,drawing	1Lyw6WULyn-rDEDGvbpjYzdOFl7RFW0wQ	https://lh3.googleusercontent.com/d/1Lyw6WULyn-rDEDGvbpjYzdOFl7RFW0wQ=w2200	/images/1Lyw6WULyn-rDEDGvbpjYzdOFl7RFW0wQ.jpg	/images/1Lyw6WULyn-rDEDGvbpjYzdOFl7RFW0wQ.jpg			68	223
windows-48	windows		image	Pune City	IN	18.521428	73.8544541	window_photo	windows,image,photo	1LU_amIFFHX5I4B7CfHaBII2YGBmI6Cnq	https://lh3.googleusercontent.com/d/1LU_amIFFHX5I4B7CfHaBII2YGBmI6Cnq=w2200	/images/1LU_amIFFHX5I4B7CfHaBII2YGBmI6Cnq.jpg	/images/1LU_amIFFHX5I4B7CfHaBII2YGBmI6Cnq.jpg			69	224
broken-67-image	broken	broken-67	image	Pune City	IN	18.521428	73.8544541	window_photo	broken,image,window	1LU_amIFFHX5I4B7CfHaBII2YGBmI6Cnq	https://lh3.googleusercontent.com/d/1LU_amIFFHX5I4B7CfHaBII2YGBmI6Cnq=w2200	/images/1LU_amIFFHX5I4B7CfHaBII2YGBmI6Cnq.jpg	/images/1LU_amIFFHX5I4B7CfHaBII2YGBmI6Cnq.jpg			69	225
broken-67-text	broken	broken-67	text	Denver	US	39.7392364	-104.984862	nature	broken,text,description,nature					I SEE THE PHOTO ARE MORE TREES AND HOUSE.		69	226
broken-67-drawing	broken	broken-67	drawing	Campinas	BRAZIL			drawing_response	broken,image,drawing	1QH2wa0UrcyWfkTxpCokQ-Uw0rtRyBoaP	https://lh3.googleusercontent.com/d/1QH2wa0UrcyWfkTxpCokQ-Uw0rtRyBoaP=w2200	/images/1QH2wa0UrcyWfkTxpCokQ-Uw0rtRyBoaP.jpg	/images/1QH2wa0UrcyWfkTxpCokQ-Uw0rtRyBoaP.jpg			69	227
windows-49	windows		image	Rio de Janeiro	BR	-22.9110137	-43.2093727	window_photo	windows,image,photo	1csnksKgddUI92vCKC6lopPhQoGs5Ut-h	https://lh3.googleusercontent.com/d/1csnksKgddUI92vCKC6lopPhQoGs5Ut-h=w2200	/images/1csnksKgddUI92vCKC6lopPhQoGs5Ut-h.jpg	/images/1csnksKgddUI92vCKC6lopPhQoGs5Ut-h.jpg			70	228
broken-68-image	broken	broken-68	image	Rio de Janeiro	BR	-22.9110137	-43.2093727	window_photo	broken,image,window	1csnksKgddUI92vCKC6lopPhQoGs5Ut-h	https://lh3.googleusercontent.com/d/1csnksKgddUI92vCKC6lopPhQoGs5Ut-h=w2200	/images/1csnksKgddUI92vCKC6lopPhQoGs5Ut-h.jpg	/images/1csnksKgddUI92vCKC6lopPhQoGs5Ut-h.jpg			70	229
broken-68-text	broken	broken-68	text	California	US	36.2516475	-118.852583	description	broken,text,description,description					I SEE THE INTER NET WEBPAGE INTHE PHOTAO		70	230
windows-50	windows		image	Mumbai	IN	19.0785451	72.878176	window_photo	windows,image,photo	1i10c19g26IxvoShW8KSeZn_32jxzS4lz	https://lh3.googleusercontent.com/d/1i10c19g26IxvoShW8KSeZn_32jxzS4lz=w2200	/images/1i10c19g26IxvoShW8KSeZn_32jxzS4lz.jpg	/images/1i10c19g26IxvoShW8KSeZn_32jxzS4lz.jpg			71	231
broken-69-image	broken	broken-69	image	Mumbai	IN	19.0785451	72.878176	window_photo	broken,image,window	1i10c19g26IxvoShW8KSeZn_32jxzS4lz	https://lh3.googleusercontent.com/d/1i10c19g26IxvoShW8KSeZn_32jxzS4lz=w2200	/images/1i10c19g26IxvoShW8KSeZn_32jxzS4lz.jpg	/images/1i10c19g26IxvoShW8KSeZn_32jxzS4lz.jpg			71	232
broken-69-text	broken	broken-69	text	Louisville	US	38.2542376	-85.759407	urban	broken,text,description,urban					The lot of buildings from the top floor.		71	233
broken-69-drawing	broken	broken-69	drawing	Cagliari				drawing_response	broken,image,drawing	1s8F4DBnWV-4YBuIuJvboPtIoD73sC_SJ	https://lh3.googleusercontent.com/d/1s8F4DBnWV-4YBuIuJvboPtIoD73sC_SJ=w2200	/images/1s8F4DBnWV-4YBuIuJvboPtIoD73sC_SJ.jpg	/images/1s8F4DBnWV-4YBuIuJvboPtIoD73sC_SJ.jpg			71	234
windows-51	windows		image	Guildford	GB	51.2356068	-0.5732063	window_photo	windows,image,photo	1j7rcz08uSpH2jlLjr0OZoOuvbjj0g9HY	https://lh3.googleusercontent.com/d/1j7rcz08uSpH2jlLjr0OZoOuvbjj0g9HY=w2200	/images/1j7rcz08uSpH2jlLjr0OZoOuvbjj0g9HY.jpg	/images/1j7rcz08uSpH2jlLjr0OZoOuvbjj0g9HY.jpg			72	235
broken-70-image	broken	broken-70	image	Guildford	GB	51.2356068	-0.5732063	window_photo	broken,image,window	1j7rcz08uSpH2jlLjr0OZoOuvbjj0g9HY	https://lh3.googleusercontent.com/d/1j7rcz08uSpH2jlLjr0OZoOuvbjj0g9HY=w2200	/images/1j7rcz08uSpH2jlLjr0OZoOuvbjj0g9HY.jpg	/images/1j7rcz08uSpH2jlLjr0OZoOuvbjj0g9HY.jpg			72	236
broken-70-text	broken	broken-70	text	Lumberton	US	34.6183433	-79.0083993	description	broken,text,description,description					I SEE THE PHOTO IN GREENFUL GROUND.		72	237
broken-71-image	broken	broken-71	image	Guildford	GB	51.2356068	-0.5732063	window_photo	broken,image,window	1j7rcz08uSpH2jlLjr0OZoOuvbjj0g9HY	https://lh3.googleusercontent.com/d/1j7rcz08uSpH2jlLjr0OZoOuvbjj0g9HY=w2200	/images/1j7rcz08uSpH2jlLjr0OZoOuvbjj0g9HY.jpg	/images/1j7rcz08uSpH2jlLjr0OZoOuvbjj0g9HY.jpg			73	238
broken-71-text	broken	broken-71	text	Chicago	US	41.8755616	-87.6244212	nature	broken,text,description,nature					I SEE IN THIS PHOTO BEATIFUL NATURE , THE CLOUS ALSO A BEATIFUL TO SEE.		73	239
windows-52	windows		image	Rescaldina	IT	45.6159737	8.9489311	window_photo	windows,image,photo	15rFyE3PtFWujQGnGZBVmbt6JK2pI8puj	https://lh3.googleusercontent.com/d/15rFyE3PtFWujQGnGZBVmbt6JK2pI8puj=w2200	/images/15rFyE3PtFWujQGnGZBVmbt6JK2pI8puj.jpg	/images/15rFyE3PtFWujQGnGZBVmbt6JK2pI8puj.jpg			74	240
broken-72-image	broken	broken-72	image	Rescaldina	IT	45.6159737	8.9489311	window_photo	broken,image,window	15rFyE3PtFWujQGnGZBVmbt6JK2pI8puj	https://lh3.googleusercontent.com/d/15rFyE3PtFWujQGnGZBVmbt6JK2pI8puj=w2200	/images/15rFyE3PtFWujQGnGZBVmbt6JK2pI8puj.jpg	/images/15rFyE3PtFWujQGnGZBVmbt6JK2pI8puj.jpg			74	241
broken-72-text	broken	broken-72	text	Canada	CA	61.0666922	-107.991707	street	broken,text,description,street					car		74	242
broken-73-image	broken	broken-73	image	Rescaldina	IT	45.6159737	8.9489311	window_photo	broken,image,window	15rFyE3PtFWujQGnGZBVmbt6JK2pI8puj	https://lh3.googleusercontent.com/d/15rFyE3PtFWujQGnGZBVmbt6JK2pI8puj=w2200	/images/15rFyE3PtFWujQGnGZBVmbt6JK2pI8puj.jpg	/images/15rFyE3PtFWujQGnGZBVmbt6JK2pI8puj.jpg			75	243
broken-73-text	broken	broken-73	text	Louisiana	US	30.8703881	-92.007126	nature	broken,text,description,nature					SOME BUILDINGS, I DONT KNOW WHETER IT IS A CAR PARKING OR NOT		75	244
broken-73-drawing	broken	broken-73	drawing	Kottayam				drawing_response	broken,image,drawing	1cFvBHvFGeKr2hIgfSVLerwzIDu-8KV2p	https://lh3.googleusercontent.com/d/1cFvBHvFGeKr2hIgfSVLerwzIDu-8KV2p=w2200	/images/1cFvBHvFGeKr2hIgfSVLerwzIDu-8KV2p.jpg	/images/1cFvBHvFGeKr2hIgfSVLerwzIDu-8KV2p.jpg			75	245
windows-53	windows		image	Undefined	IN	10.9301522	78.08485455	window_photo	windows,image,photo	1nRyDtkZA12RJPZEZ8u9NScq5Too-lVVR	https://lh3.googleusercontent.com/d/1nRyDtkZA12RJPZEZ8u9NScq5Too-lVVR=w2200	/images/1nRyDtkZA12RJPZEZ8u9NScq5Too-lVVR.jpg	/images/1nRyDtkZA12RJPZEZ8u9NScq5Too-lVVR.jpg			76	246
broken-74-image	broken	broken-74	image	Undefined	IN	10.9301522	78.08485455	window_photo	broken,image,window	1nRyDtkZA12RJPZEZ8u9NScq5Too-lVVR	https://lh3.googleusercontent.com/d/1nRyDtkZA12RJPZEZ8u9NScq5Too-lVVR=w2200	/images/1nRyDtkZA12RJPZEZ8u9NScq5Too-lVVR.jpg	/images/1nRyDtkZA12RJPZEZ8u9NScq5Too-lVVR.jpg			76	247
broken-74-text	broken	broken-74	text	Louisiana	US	30.8703881	-92.007126	urban	broken,text,description,urban					I SEE A DRESS CABIN THROUGH WINDOWS		76	248
broken-74-drawing	broken	broken-74	drawing	Niterói - Rio de Janeiro - Brazil				drawing_response	broken,image,drawing	14GKBtIUuSjwR0TliLAFYPPYR4V0RWprb	https://lh3.googleusercontent.com/d/14GKBtIUuSjwR0TliLAFYPPYR4V0RWprb=w2200	/images/14GKBtIUuSjwR0TliLAFYPPYR4V0RWprb.jpg	/images/14GKBtIUuSjwR0TliLAFYPPYR4V0RWprb.jpg			76	249
broken-75-image	broken	broken-75	image	Undefined	IN	10.9301522	78.08485455	window_photo	broken,image,window	1nRyDtkZA12RJPZEZ8u9NScq5Too-lVVR	https://lh3.googleusercontent.com/d/1nRyDtkZA12RJPZEZ8u9NScq5Too-lVVR=w2200	/images/1nRyDtkZA12RJPZEZ8u9NScq5Too-lVVR.jpg	/images/1nRyDtkZA12RJPZEZ8u9NScq5Too-lVVR.jpg			77	250
broken-75-text	broken	broken-75	text	Murrells Inlet	US	33.5499183	-79.0430329	urban	broken,text,description,urban					Windows		77	251
windows-54	windows		image	Undefined	IN	18.9068356	75.6741579	window_photo	windows,image,photo	18pbzFzGA-sZd-yM7S0pBFq9x4O4eKiph	https://lh3.googleusercontent.com/d/18pbzFzGA-sZd-yM7S0pBFq9x4O4eKiph=w2200	/images/18pbzFzGA-sZd-yM7S0pBFq9x4O4eKiph.png	/images/18pbzFzGA-sZd-yM7S0pBFq9x4O4eKiph.png			78	252
broken-76-image	broken	broken-76	image	Undefined	IN	18.9068356	75.6741579	window_photo	broken,image,window	18pbzFzGA-sZd-yM7S0pBFq9x4O4eKiph	https://lh3.googleusercontent.com/d/18pbzFzGA-sZd-yM7S0pBFq9x4O4eKiph=w2200	/images/18pbzFzGA-sZd-yM7S0pBFq9x4O4eKiph.png	/images/18pbzFzGA-sZd-yM7S0pBFq9x4O4eKiph.png			78	253
broken-76-text	broken	broken-76	text	Rio de Janeiro	BR	-22.9110137	-43.2093727	description	broken,text,description,description					multiple messages on the email screen		78	254
windows-55	windows		image	Springdale	US	36.1867442	-94.1288142	window_photo	windows,image,photo	17InOwgrHm5HZcNZ-08iPYym5cf0cRLwS	https://lh3.googleusercontent.com/d/17InOwgrHm5HZcNZ-08iPYym5cf0cRLwS=w2200	/images/17InOwgrHm5HZcNZ-08iPYym5cf0cRLwS.jpg	/images/17InOwgrHm5HZcNZ-08iPYym5cf0cRLwS.jpg			79	255
broken-77-image	broken	broken-77	image	Springdale	US	36.1867442	-94.1288142	window_photo	broken,image,window	17InOwgrHm5HZcNZ-08iPYym5cf0cRLwS	https://lh3.googleusercontent.com/d/17InOwgrHm5HZcNZ-08iPYym5cf0cRLwS=w2200	/images/17InOwgrHm5HZcNZ-08iPYym5cf0cRLwS.jpg	/images/17InOwgrHm5HZcNZ-08iPYym5cf0cRLwS.jpg			79	256
broken-77-text	broken	broken-77	text	Rio de Janeiro	BR	-22.9110137	-43.2093727	unclear	broken,text,description,unclear					a completely black image		79	257
broken-77-drawing	broken	broken-77	drawing	Niterói - Rio de Janeiro - Brazil				drawing_response	broken,image,drawing	1rEKdx6W40k3i8Xb-jVTLl5PeohYdZ3cp	https://lh3.googleusercontent.com/d/1rEKdx6W40k3i8Xb-jVTLl5PeohYdZ3cp=w2200	/images/1rEKdx6W40k3i8Xb-jVTLl5PeohYdZ3cp.jpg	/images/1rEKdx6W40k3i8Xb-jVTLl5PeohYdZ3cp.jpg			79	258
windows-56	windows		image	Minot	FR	47.6698594	4.8786165	window_photo	windows,image,photo	1napr07wkcs9S5AW0hdFrmmSgeDU4gtmQ	https://lh3.googleusercontent.com/d/1napr07wkcs9S5AW0hdFrmmSgeDU4gtmQ=w2200	/images/1napr07wkcs9S5AW0hdFrmmSgeDU4gtmQ.jpg	/images/1napr07wkcs9S5AW0hdFrmmSgeDU4gtmQ.jpg			80	259
broken-78-image	broken	broken-78	image	Minot	FR	47.6698594	4.8786165	window_photo	broken,image,window	1napr07wkcs9S5AW0hdFrmmSgeDU4gtmQ	https://lh3.googleusercontent.com/d/1napr07wkcs9S5AW0hdFrmmSgeDU4gtmQ=w2200	/images/1napr07wkcs9S5AW0hdFrmmSgeDU4gtmQ.jpg	/images/1napr07wkcs9S5AW0hdFrmmSgeDU4gtmQ.jpg			80	260
broken-78-text	broken	broken-78	text	Norwalk	US	41.1175966	-73.4078968	nature	broken,text,description,nature					A grass field with center of two trees and a water tube goes around over the grass field		80	261
broken-78-drawing	broken	broken-78	drawing	Florence				drawing_response	broken,image,drawing	1jbYnQH4aM_QvuihuMCf3_A9J3TOwQWCx	https://lh3.googleusercontent.com/d/1jbYnQH4aM_QvuihuMCf3_A9J3TOwQWCx=w2200	/images/1jbYnQH4aM_QvuihuMCf3_A9J3TOwQWCx.jpg	/images/1jbYnQH4aM_QvuihuMCf3_A9J3TOwQWCx.jpg			80	262
windows-57	windows		image	Colorado Springs	US	38.8339578	-104.825348	window_photo	windows,image,photo	1Jcv8JfeDSVlFFanoIAivMxs9QCRfL8-P	https://lh3.googleusercontent.com/d/1Jcv8JfeDSVlFFanoIAivMxs9QCRfL8-P=w2200	/images/1Jcv8JfeDSVlFFanoIAivMxs9QCRfL8-P.jpg	/images/1Jcv8JfeDSVlFFanoIAivMxs9QCRfL8-P.jpg			81	263
broken-79-image	broken	broken-79	image	Colorado Springs	US	38.8339578	-104.825348	window_photo	broken,image,window	1Jcv8JfeDSVlFFanoIAivMxs9QCRfL8-P	https://lh3.googleusercontent.com/d/1Jcv8JfeDSVlFFanoIAivMxs9QCRfL8-P=w2200	/images/1Jcv8JfeDSVlFFanoIAivMxs9QCRfL8-P.jpg	/images/1Jcv8JfeDSVlFFanoIAivMxs9QCRfL8-P.jpg			81	264
broken-79-text	broken	broken-79	text					nature	broken,text,description,nature					CAR PARKING		81	265
broken-79-drawing	broken	broken-79	drawing	Brazil				drawing_response	broken,image,drawing	1YFbGimyGivnvx5vqC703ddzGg6-sJUWV	https://lh3.googleusercontent.com/d/1YFbGimyGivnvx5vqC703ddzGg6-sJUWV=w2200	/images/1YFbGimyGivnvx5vqC703ddzGg6-sJUWV.jpg	/images/1YFbGimyGivnvx5vqC703ddzGg6-sJUWV.jpg			81	266
broken-80-image	broken	broken-80	image	Colorado Springs	US	38.8339578	-104.825348	window_photo	broken,image,window	1Jcv8JfeDSVlFFanoIAivMxs9QCRfL8-P	https://lh3.googleusercontent.com/d/1Jcv8JfeDSVlFFanoIAivMxs9QCRfL8-P=w2200	/images/1Jcv8JfeDSVlFFanoIAivMxs9QCRfL8-P.jpg	/images/1Jcv8JfeDSVlFFanoIAivMxs9QCRfL8-P.jpg			82	267
broken-80-text	broken	broken-80	text					nature	broken,text,description,nature					this place night time.The house in street car stoping that place .street light on the road .this place very beautiful		82	268
windows-58	windows		image	Garden City	US	37.9716898	-100.8726618	window_photo	windows,image,photo	160ypnCoDxTbGPkpdxH67zNYLNulurcJJ	https://lh3.googleusercontent.com/d/160ypnCoDxTbGPkpdxH67zNYLNulurcJJ=w2200	/images/160ypnCoDxTbGPkpdxH67zNYLNulurcJJ.jpg	/images/160ypnCoDxTbGPkpdxH67zNYLNulurcJJ.jpg			83	269
broken-81-image	broken	broken-81	image	Garden City	US	37.9716898	-100.8726618	window_photo	broken,image,window	160ypnCoDxTbGPkpdxH67zNYLNulurcJJ	https://lh3.googleusercontent.com/d/160ypnCoDxTbGPkpdxH67zNYLNulurcJJ=w2200	/images/160ypnCoDxTbGPkpdxH67zNYLNulurcJJ.jpg	/images/160ypnCoDxTbGPkpdxH67zNYLNulurcJJ.jpg			83	270
broken-81-text	broken	broken-81	text	Bruceton Mills	US	39.659228	-79.6405867	nature	broken,text,description,nature					A delivery truck parked along the curb with a view of the neighbors house with a red roof and yellow siding. There are two cars facing the left parked on the opposite side of the curb.		83	271
broken-81-drawing	broken	broken-81	drawing	Lucknow				drawing_response	broken,image,drawing	1z8sOTJKX_CAEWkBLdzQpG7xSzAWhp9PU	https://lh3.googleusercontent.com/d/1z8sOTJKX_CAEWkBLdzQpG7xSzAWhp9PU=w2200	/images/1z8sOTJKX_CAEWkBLdzQpG7xSzAWhp9PU.jpg	/images/1z8sOTJKX_CAEWkBLdzQpG7xSzAWhp9PU.jpg			83	272
broken-82-image	broken	broken-82	image	Garden City	US	37.9716898	-100.8726618	window_photo	broken,image,window	160ypnCoDxTbGPkpdxH67zNYLNulurcJJ	https://lh3.googleusercontent.com/d/160ypnCoDxTbGPkpdxH67zNYLNulurcJJ=w2200	/images/160ypnCoDxTbGPkpdxH67zNYLNulurcJJ.jpg	/images/160ypnCoDxTbGPkpdxH67zNYLNulurcJJ.jpg			84	273
broken-82-text	broken	broken-82	text	Bruceton Mills	US	39.659228	-79.6405867	nature	broken,text,description,nature					A delivery truck parked along the curb with a view of the neighbors house with a red roof and yellow siding. There are two cars facing the left parked on the opposite side of the curb.		84	274
broken-82-drawing	broken	broken-82	drawing	Brazil				drawing_response	broken,image,drawing	16lW0L5sfcu8dvmfA_gc4HFIVpt5YhB_8	https://lh3.googleusercontent.com/d/16lW0L5sfcu8dvmfA_gc4HFIVpt5YhB_8=w2200	/images/16lW0L5sfcu8dvmfA_gc4HFIVpt5YhB_8.jpg	/images/16lW0L5sfcu8dvmfA_gc4HFIVpt5YhB_8.jpg			84	275
windows-59	windows		image	Los Angeles	US	34.0536909	-118.242766	window_photo	windows,image,photo	1modSxHstSrpPYTvdJ_qP33QyTQNio8ms	https://lh3.googleusercontent.com/d/1modSxHstSrpPYTvdJ_qP33QyTQNio8ms=w2200	/images/1modSxHstSrpPYTvdJ_qP33QyTQNio8ms.jpg	/images/1modSxHstSrpPYTvdJ_qP33QyTQNio8ms.jpg			85	276
broken-83-image	broken	broken-83	image	Los Angeles	US	34.0536909	-118.242766	window_photo	broken,image,window	1modSxHstSrpPYTvdJ_qP33QyTQNio8ms	https://lh3.googleusercontent.com/d/1modSxHstSrpPYTvdJ_qP33QyTQNio8ms=w2200	/images/1modSxHstSrpPYTvdJ_qP33QyTQNio8ms.jpg	/images/1modSxHstSrpPYTvdJ_qP33QyTQNio8ms.jpg			85	277
broken-83-text	broken	broken-83	text	Louisiana	US	30.8703881	-92.007126	nature	broken,text,description,nature					I was abke to see my beautiful garden that i spend my time in creating it		85	278
broken-83-drawing	broken	broken-83	drawing	Vancouver				drawing_response	broken,image,drawing	1gCjhA6x-dg4bPCI71LZt8_HJEp23pTla	https://lh3.googleusercontent.com/d/1gCjhA6x-dg4bPCI71LZt8_HJEp23pTla=w2200	/images/1gCjhA6x-dg4bPCI71LZt8_HJEp23pTla.jpg	/images/1gCjhA6x-dg4bPCI71LZt8_HJEp23pTla.jpg			85	279
windows-60	windows		image	Roma	IT	41.8933203	12.4829321	window_photo	windows,image,photo	1JgQe2VergNYFwZFddsb3UtWwl7W10pGG	https://lh3.googleusercontent.com/d/1JgQe2VergNYFwZFddsb3UtWwl7W10pGG=w2200	/images/1JgQe2VergNYFwZFddsb3UtWwl7W10pGG.jpg	/images/1JgQe2VergNYFwZFddsb3UtWwl7W10pGG.jpg			86	280
broken-84-image	broken	broken-84	image	Roma	IT	41.8933203	12.4829321	window_photo	broken,image,window	1JgQe2VergNYFwZFddsb3UtWwl7W10pGG	https://lh3.googleusercontent.com/d/1JgQe2VergNYFwZFddsb3UtWwl7W10pGG=w2200	/images/1JgQe2VergNYFwZFddsb3UtWwl7W10pGG.jpg	/images/1JgQe2VergNYFwZFddsb3UtWwl7W10pGG.jpg			86	281
broken-84-text	broken	broken-84	text	Washington	US	38.8950368	-77.0365427	nature	broken,text,description,nature					house surronded with trees		86	282
broken-84-drawing	broken	broken-84	drawing	CALIFORNIA				drawing_response	broken,image,drawing	1PLGLeN76HWY-1TJpyHSEMgKfP9gHlSk5	https://lh3.googleusercontent.com/d/1PLGLeN76HWY-1TJpyHSEMgKfP9gHlSk5=w2200	/images/1PLGLeN76HWY-1TJpyHSEMgKfP9gHlSk5.jpg	/images/1PLGLeN76HWY-1TJpyHSEMgKfP9gHlSk5.jpg			86	283
windows-61	windows		image	Vancouver	US	45.6306954	-122.6744557	window_photo	windows,image,photo	1xOXhhnhZ_T-in9h27G80i-IKIVFrdAVf	https://lh3.googleusercontent.com/d/1xOXhhnhZ_T-in9h27G80i-IKIVFrdAVf=w2200	/images/1xOXhhnhZ_T-in9h27G80i-IKIVFrdAVf.jpg	/images/1xOXhhnhZ_T-in9h27G80i-IKIVFrdAVf.jpg			87	284
broken-85-image	broken	broken-85	image	Vancouver	US	45.6306954	-122.6744557	window_photo	broken,image,window	1xOXhhnhZ_T-in9h27G80i-IKIVFrdAVf	https://lh3.googleusercontent.com/d/1xOXhhnhZ_T-in9h27G80i-IKIVFrdAVf=w2200	/images/1xOXhhnhZ_T-in9h27G80i-IKIVFrdAVf.jpg	/images/1xOXhhnhZ_T-in9h27G80i-IKIVFrdAVf.jpg			87	285
broken-85-text	broken	broken-85	text	United States	US	39.7837304	-100.445882	nature	broken,text,description,nature					THIS IS SEE BEAUTYFUL GARDEN		87	286
broken-86-image	broken	broken-86	image	Vancouver	US	45.6306954	-122.6744557	window_photo	broken,image,window	1xOXhhnhZ_T-in9h27G80i-IKIVFrdAVf	https://lh3.googleusercontent.com/d/1xOXhhnhZ_T-in9h27G80i-IKIVFrdAVf=w2200	/images/1xOXhhnhZ_T-in9h27G80i-IKIVFrdAVf.jpg	/images/1xOXhhnhZ_T-in9h27G80i-IKIVFrdAVf.jpg			88	287
broken-86-text	broken	broken-86	text	Florida	US	27.7567667	-81.4639835	urban	broken,text,description,urban					Backyard of a House having some colors of flowers		88	288
broken-86-drawing	broken	broken-86	drawing	Huntington Beach				drawing_response	broken,image,drawing	103BiZhxkJ3wYvesrnTvv2_FSUOn11dcT	https://lh3.googleusercontent.com/d/103BiZhxkJ3wYvesrnTvv2_FSUOn11dcT=w2200	/images/103BiZhxkJ3wYvesrnTvv2_FSUOn11dcT.png	/images/103BiZhxkJ3wYvesrnTvv2_FSUOn11dcT.png			88	289
broken-87-image	broken	broken-87	image	Vancouver	US	45.6306954	-122.6744557	window_photo	broken,image,window	1xOXhhnhZ_T-in9h27G80i-IKIVFrdAVf	https://lh3.googleusercontent.com/d/1xOXhhnhZ_T-in9h27G80i-IKIVFrdAVf=w2200	/images/1xOXhhnhZ_T-in9h27G80i-IKIVFrdAVf.jpg	/images/1xOXhhnhZ_T-in9h27G80i-IKIVFrdAVf.jpg			89	290
broken-87-text	broken	broken-87	text	Florida	US	27.7567667	-81.4639835	urban	broken,text,description,urban					Backyard of a House having some colors of flowers		89	291
broken-87-drawing	broken	broken-87	drawing	Varese				drawing_response	broken,image,drawing	1028X_ngGPtdr1ejcMmd7mk932ZkO3Ha_	https://lh3.googleusercontent.com/d/1028X_ngGPtdr1ejcMmd7mk932ZkO3Ha_=w2200	/images/1028X_ngGPtdr1ejcMmd7mk932ZkO3Ha_.jpg	/images/1028X_ngGPtdr1ejcMmd7mk932ZkO3Ha_.jpg			89	292
windows-62	windows		image	Undefined	IT	42.6384261	12.674297	window_photo	windows,image,photo	1wd3xQ-zivwAYmVKlq9hgdiv9U2qYhWAU	https://lh3.googleusercontent.com/d/1wd3xQ-zivwAYmVKlq9hgdiv9U2qYhWAU=w2200	/images/1wd3xQ-zivwAYmVKlq9hgdiv9U2qYhWAU.jpg	/images/1wd3xQ-zivwAYmVKlq9hgdiv9U2qYhWAU.jpg			90	293
broken-88-image	broken	broken-88	image	Undefined	IT	42.6384261	12.674297	window_photo	broken,image,window	1wd3xQ-zivwAYmVKlq9hgdiv9U2qYhWAU	https://lh3.googleusercontent.com/d/1wd3xQ-zivwAYmVKlq9hgdiv9U2qYhWAU=w2200	/images/1wd3xQ-zivwAYmVKlq9hgdiv9U2qYhWAU.jpg	/images/1wd3xQ-zivwAYmVKlq9hgdiv9U2qYhWAU.jpg			90	294
broken-88-text	broken	broken-88	text	Florida	US	27.7567667	-81.4639835	urban	broken,text,description,urban					A well constructed building surrounded with tress and compound wall		90	295
broken-88-drawing	broken	broken-88	drawing	Barletta				drawing_response	broken,image,drawing	1dso3y_b4DuoUr5kBQB93HcpkGa0SL0md	https://lh3.googleusercontent.com/d/1dso3y_b4DuoUr5kBQB93HcpkGa0SL0md=w2200	/images/1dso3y_b4DuoUr5kBQB93HcpkGa0SL0md.png	/images/1dso3y_b4DuoUr5kBQB93HcpkGa0SL0md.png			90	296
